transaction_id,date,hour,time_slot,city,persona,is_weekend,temp_f,cpi,category,product_name,size,base_price,customizations,n_customizations,upcharge,total_price,calories,sugar_g,caffeine_mg
TXN-065184,2024-08-03,13,lunch,Los Angeles,weekend_explorer,1,77.1,314.7,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.49,90,15,0.0
TXN-065185,2024-05-30,10,late_morning,Chicago,afternoon_treat,0,54.9,313.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Venti,4.04,Extra Shot,1,0.8,5.72,370,71,110.0
TXN-065186,2024-12-25,7,morning_rush,Houston,morning_commuter,0,63.7,319.0,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.02,200,41,70.0
TXN-065187,2025-08-27,8,morning_rush,Houston,morning_commuter,0,81.9,324.2,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,none,0,0.0,6.08,120,15,75.0
TXN-065188,2025-04-15,15,afternoon,New York,morning_commuter,0,56.1,320.6,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,5.01,80,7,75.0
TXN-065189,2026-02-11,8,morning_rush,Chicago,morning_commuter,0,33.2,327.5,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.31,130,17,85.0
TXN-065190,2025-07-20,16,afternoon,New York,afternoon_treat,1,82.1,323.3,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Tall,4.36,none,0,0.0,5.32,170,38,0.0
TXN-065191,2025-10-12,13,lunch,New York,weekend_explorer,1,58.8,325.1,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Tall,3.45,Oat Milk,1,0.7,5.09,120,23,
TXN-065192,2025-01-05,11,late_morning,Chicago,weekend_explorer,1,19.8,319.7,Classic Espresso Drinks,Cappuccino,Venti,4.77,Vanilla Syrup,1,0.6,6.48,110,14,150.0
TXN-065193,2025-09-30,8,morning_rush,Chicago,health_conscious,0,70.3,,Classic Espresso Drinks,Caffè Latte,Tall,3.94,Oat Milk,1,0.7,,100,14,75.0
TXN-065194,2024-08-15,9,morning_rush,New York,morning_commuter,0,75.3,314.7,Classic Espresso Drinks,Cappuccino,Grande,4.14,Oat Milk|Whipped Cream,2,0.7,5.75,80,7,75.0
TXN-065195,2026-01-03,11,late_morning,Los Angeles,weekend_explorer,1,59.2,327.5,Coffee,Brewed Coffee,Grande,2.55,Cold Foam,1,1.0,4.39,5,0,330.0
TXN-065196,2025-11-22,6,early_morning,Los Angeles,morning_commuter,1,58.4,326.0,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,5.09,80,7,75.0
TXN-065197,2026-02-16,8,morning_rush,New York,morning_commuter,0,31.9,327.5,Classic Espresso Drinks,Cappuccino,Short,3.18,Whipped Cream|Mocha Sauce,2,0.6,4.67,50,7,75.0
TXN-065198,2024-04-29,5,early_morning,Seattle,morning_commuter,0,46.0,313.2,Coffee,Brewed Coffee,Venti,2.92,Extra Shot,1,0.8,4.4,5,0,410.0
TXN-065199,2025-08-03,17,evening,Seattle,student,1,64.7,324.2,Classic Espresso Drinks,Espresso,Grande,4.12,none,0,0.0,5.04,5,0,75.0
TXN-065200,2024-06-26,15,afternoon,Los Angeles,afternoon_treat,0,72.6,313.6,Smoothies,Strawberry Banana Smoothie,Grande,5.21,none,0,0.0,6.17,290,41,0.0
TXN-065201,2025-08-19,11,late_morning,Chicago,weekend_explorer,0,73.3,324.2,Classic Espresso Drinks,Caffè Latte,Tall,3.94,none,0,0.0,4.82,100,14,75.0
TXN-065202,2024-09-30,15,afternoon,Seattle,student,0,54.1,315.6,Classic Espresso Drinks,Caffè Americano,Grande,4.23,Extra Shot|Oat Milk|Cold Foam,3,2.5,8.02,15,0,225.0
TXN-065203,2026-01-24,16,afternoon,Chicago,student,1,-1.3,327.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,Oat Milk,1,0.7,6.07,130,17,75.0
TXN-065204,2025-12-15,12,lunch,Seattle,weekend_explorer,0,54.0,326.6,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.16,200,41,70.0
TXN-065205,2024-05-13,11,late_morning,Seattle,health_conscious,0,57.6,313.0,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,4.89,80,7,75.0
TXN-065206,2025-03-24,14,afternoon,Chicago,student,0,39.8,320.3,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,none,0,0.0,4.67,170,25,25.0
TXN-065207,2024-05-19,11,late_morning,New York,health_conscious,1,62.1,313.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Tall,4.13,none,0,0.0,4.88,60,15,170.0
TXN-065208,2025-02-02,13,lunch,New York,morning_commuter,1,23.9,319.8,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.08,100,9,75.0
TXN-065209,2024-08-02,8,morning_rush,Houston,afternoon_treat,0,83.8,314.7,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,none,0,0.0,6.31,340,76,140.0
TXN-065210,2024-10-14,15,afternoon,Seattle,morning_commuter,0,58.8,316.5,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,5.27,none,0,0.0,6.3,200,29,75.0
TXN-065211,2025-02-20,8,morning_rush,Houston,afternoon_treat,0,33.1,319.8,Classic Espresso Drinks,Cappuccino,Tall,3.98,none,0,0.0,4.8,60,8,75.0
TXN-065212,2024-09-26,20,evening,Chicago,student,0,63.9,315.6,Frappuccino® Light Blended Coffee,Java Chip,Venti,5.12,Cold Foam,1,1.0,7.29,290,52,165.0
TXN-065213,2025-05-26,12,lunch,New York,morning_commuter,0,62.0,321.4,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall,3.36,none,0,0.0,4.08,160,32,70.0
TXN-065214,2026-02-28,15,afternoon,Los Angeles,weekend_explorer,1,70.5,327.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,4.1,none,0,0.0,5.07,150,27,75.0
TXN-065215,2024-07-08,8,morning_rush,Los Angeles,morning_commuter,0,71.6,314.1,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.02,5,0,330.0
TXN-065216,2025-08-06,12,lunch,New York,afternoon_treat,0,74.7,324.2,Smoothies,Strawberry Banana Smoothie,Grande,5.21,Oat Milk,1,0.7,7.23,290,41,0.0
TXN-065217,2024-07-08,14,afternoon,New York,weekend_explorer,0,80.6,314.1,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.02,5,0,330.0
TXN-065218,2026-01-25,10,late_morning,Los Angeles,health_conscious,1,52.3,327.5,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.28,90,18,
TXN-065219,2024-07-26,10,late_morning,Houston,student,0,75.0,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,Extra Shot,1,0.8,6.01,90,18,
TXN-065220,2025-04-07,11,late_morning,Seattle,afternoon_treat,0,50.8,320.6,Tazo® Tea Drinks,Tazo® Green Tea Latte,Venti,4.04,Extra Shot|Mocha Sauce,2,1.4,6.58,370,71,110.0
TXN-065221,2025-06-13,5,early_morning,Seattle,afternoon_treat,0,58.0,322.2,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.19,90,18,
TXN-065222,2025-03-13,14,afternoon,Houston,afternoon_treat,0,72.9,320.3,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,3.31,none,0,0.0,4.0,100,18,75.0
TXN-065223,2025-11-23,12,lunch,New York,student,1,38.8,326.0,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,none,0,0.0,6.8,240,44,75.0
TXN-065224,2024-07-30,14,afternoon,Chicago,weekend_explorer,0,77.3,314.1,Classic Espresso Drinks,Caffè Latte,Tall,3.94,Vanilla Syrup,1,0.6,5.38,100,14,75.0
TXN-065225,2025-02-25,6,early_morning,Seattle,morning_commuter,0,48.0,319.8,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.56,90,15,0.0
TXN-065226,2025-08-20,16,afternoon,Houston,weekend_explorer,0,83.5,324.2,Classic Espresso Drinks,Caffè Latte,Grande,4.21,Extra Shot|Whipped Cream,2,0.8,6.13,100,9,75.0
TXN-065227,2024-12-17,10,late_morning,Seattle,health_conscious,0,43.3,319.0,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Venti,5.4,none,0,0.0,6.5,420,84,145.0
TXN-065228,2024-11-09,5,early_morning,Seattle,morning_commuter,1,49.8,317.6,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Grande,4.84,none,0,0.0,5.8,190,37,0.0
TXN-065229,2025-11-30,13,lunch,Los Angeles,afternoon_treat,1,56.1,326.0,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,none,0,0.0,6.8,240,44,75.0
TXN-065230,2024-04-19,8,morning_rush,Chicago,health_conscious,0,48.1,313.2,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall,4.08,Extra Shot,1,0.8,5.77,80,18,90.0
TXN-065231,2024-10-22,14,afternoon,Chicago,afternoon_treat,0,62.9,316.5,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall,3.36,Vanilla Syrup|Whipped Cream|Mocha Sauce,3,1.2,5.45,160,32,70.0
TXN-065232,2024-08-13,10,late_morning,New York,student,0,70.9,314.7,Frappuccino® Blended Coffee,Coffee,Grande,4.79,Caramel Drizzle,1,0.6,6.4,180,36,70.0
TXN-065233,2024-11-04,12,lunch,New York,morning_commuter,0,48.4,317.6,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,Caramel Drizzle,1,0.6,5.87,130,17,85.0
TXN-065234,2025-07-25,8,morning_rush,Houston,health_conscious,0,81.3,323.3,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Tall,4.56,none,0,0.0,5.56,170,38,0.0
TXN-065235,2025-10-26,13,lunch,Houston,afternoon_treat,1,70.9,325.1,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,Whipped Cream,1,0.0,6.78,240,44,75.0
TXN-065236,2024-09-16,11,late_morning,Seattle,weekend_explorer,0,58.7,315.6,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Tall,3.61,Extra Shot|Mocha Sauce|Cold Foam,3,2.4,7.16,170,27,95.0
TXN-065237,2025-10-11,14,afternoon,New York,student,1,57.8,325.1,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Venti,4.69,none,0,0.0,5.75,280,44,180.0
TXN-065238,2025-12-13,11,late_morning,Seattle,morning_commuter,1,50.4,326.6,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Short,3.28,Oat Milk,1,0.7,4.91,100,21,50.0
TXN-065239,2024-08-22,9,morning_rush,New York,afternoon_treat,0,66.1,314.7,Frappuccino® Light Blended Coffee,Mocha,Venti,5.33,none,0,0.0,6.33,210,42,130.0
TXN-065240,2024-11-06,10,late_morning,Houston,health_conscious,0,71.7,317.6,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.61,4,0,260.0
TXN-065241,2025-05-14,12,lunch,New York,afternoon_treat,0,61.4,321.4,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Grande,4.32,none,0,0.0,5.24,130,33,
TXN-065242,2024-08-25,16,afternoon,New York,weekend_explorer,1,73.5,314.7,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,none,0,0.0,4.59,170,25,25.0
TXN-065243,2025-09-17,14,afternoon,New York,student,0,66.5,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,,90,18,
TXN-065244,2025-06-14,6,early_morning,New York,weekend_explorer,1,65.2,322.2,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Grande,4.32,none,0,0.0,5.25,130,33,
TXN-065245,2025-02-12,11,late_morning,Los Angeles,student,0,51.2,319.8,Frappuccino® Light Blended Coffee,Coffee,Tall,4.24,none,0,0.0,5.12,90,19,70.0
TXN-065246,2025-12-29,8,morning_rush,Chicago,morning_commuter,0,21.3,326.6,Frappuccino® Blended Coffee,Coffee,Venti,5.43,none,0,0.0,6.69,310,69,95.0
TXN-065247,2024-07-03,9,morning_rush,Seattle,morning_commuter,0,62.3,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall,4.08,none,0,0.0,4.84,80,18,90.0
TXN-065248,2026-01-17,13,lunch,Los Angeles,student,1,57.8,327.5,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,none,0,0.0,6.14,120,15,75.0
TXN-065249,2025-09-08,12,lunch,New York,afternoon_treat,0,63.6,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,,330,77,130.0
TXN-065250,2024-07-22,15,afternoon,Chicago,student,0,71.3,314.1,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,Oat Milk|Mocha Sauce,2,1.3,7.83,340,76,140.0
TXN-065251,2026-01-16,16,afternoon,Houston,student,0,57.0,327.5,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,5.12,80,7,75.0
TXN-065252,2024-06-21,13,lunch,Houston,weekend_explorer,0,81.1,313.6,Coffee,Brewed Coffee,Grande,2.55,Extra Shot|Vanilla Syrup,2,1.4,4.67,5,0,330.0
TXN-065253,2025-08-28,16,afternoon,Los Angeles,afternoon_treat,0,77.4,324.2,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,6.49,330,77,130.0
TXN-065254,2025-11-01,8,morning_rush,Seattle,weekend_explorer,1,54.5,325.1,Classic Espresso Drinks,Caffè Americano,Tall,3.85,Oat Milk,1,0.7,5.58,10,0,150.0
TXN-065255,2025-03-15,6,early_morning,New York,student,1,43.9,320.3,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall,3.36,none,0,0.0,4.06,160,32,70.0
TXN-065256,2024-09-01,5,early_morning,Los Angeles,health_conscious,1,73.2,314.7,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,Extra Shot|Oat Milk,2,1.5,7.96,150,22,10.0
TXN-065257,2024-08-24,16,afternoon,Chicago,afternoon_treat,1,72.9,314.7,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,none,0,0.0,5.2,250,45,150.0
TXN-065258,2025-10-29,8,morning_rush,Seattle,morning_commuter,0,53.0,325.1,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Short,3.25,none,0,0.0,3.99,110,17,85.0
TXN-065259,2025-01-09,16,afternoon,Houston,weekend_explorer,0,42.3,319.7,Smoothies,Orange Mango Banana Smoothie,Grande,5.37,Extra Shot,1,0.8,7.44,260,37,15.0
TXN-065260,2024-10-17,13,lunch,New York,afternoon_treat,0,49.0,316.5,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall,3.24,none,0,0.0,3.87,210,41,55.0
TXN-065261,2025-05-31,6,early_morning,Los Angeles,morning_commuter,1,73.9,321.4,Classic Espresso Drinks,Cappuccino,Tall,3.98,Mocha Sauce,1,0.6,5.56,60,8,75.0
TXN-065262,2025-04-05,9,morning_rush,Chicago,student,1,43.9,320.6,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short,3.31,Extra Shot,1,0.8,4.97,100,18,75.0
TXN-065263,2024-10-27,9,morning_rush,New York,student,1,49.4,316.5,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,none,0,0.0,6.07,200,40,70.0
TXN-065264,2025-07-06,15,afternoon,Chicago,weekend_explorer,1,77.9,323.3,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti,5.45,none,0,0.0,6.65,320,55,30.0
TXN-065265,2025-07-12,11,late_morning,Los Angeles,student,1,71.3,323.3,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.61,90,15,0.0
TXN-065266,2024-06-17,13,lunch,Los Angeles,afternoon_treat,0,67.6,313.6,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,Extra Shot,1,0.8,7.49,240,44,75.0
TXN-065267,2024-11-09,8,morning_rush,Seattle,morning_commuter,1,49.8,317.6,Signature Espresso Drinks,Caramel Macchiato,Venti,5.9,Vanilla Syrup|Cold Foam,2,1.6,8.99,240,41,150.0
TXN-065268,2024-10-12,12,lunch,Chicago,weekend_explorer,1,61.4,316.5,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,Oat Milk|Mocha Sauce,2,1.3,7.49,120,15,75.0
TXN-065269,2025-03-05,15,afternoon,Chicago,weekend_explorer,0,43.4,320.3,Tazo® Tea Drinks,Tazo® Tea,Venti,4.19,Caramel Drizzle,1,0.6,5.79,0,0,
TXN-065270,2026-01-05,11,late_morning,Seattle,student,0,42.1,327.5,Tazo® Tea Drinks,Tazo® Green Tea Latte,Venti,4.04,none,0,0.0,4.99,370,71,110.0
TXN-065271,2024-08-22,11,late_morning,Seattle,health_conscious,0,63.6,314.7,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall,3.36,none,0,0.0,3.99,160,32,70.0
TXN-065272,2024-12-19,10,late_morning,Chicago,student,0,28.6,319.0,Smoothies,Orange Mango Banana Smoothie,Grande,5.37,none,0,0.0,6.46,260,37,15.0
TXN-065273,2024-07-02,13,lunch,New York,morning_commuter,0,73.0,314.1,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.1,130,17,85.0
TXN-065274,2024-08-29,9,morning_rush,Chicago,health_conscious,0,74.2,314.7,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.11,130,17,85.0
TXN-065275,2025-07-05,9,morning_rush,Los Angeles,health_conscious,1,73.6,323.3,Classic Espresso Drinks,Caffè Americano,Grande,4.23,none,0,0.0,5.16,15,0,225.0
TXN-065276,2024-07-08,12,lunch,Seattle,student,0,75.4,314.1,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.58,4,0,260.0
TXN-065277,2024-08-19,10,late_morning,Chicago,health_conscious,0,66.5,314.7,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.67,110,14,150.0
TXN-065278,2025-04-25,16,afternoon,Chicago,health_conscious,0,49.0,320.6,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,6.29,150,22,10.0
TXN-065279,2025-04-13,14,afternoon,Chicago,weekend_explorer,1,53.8,320.6,Classic Espresso Drinks,Skinny Latte (Any Flavour),Tall,3.97,Extra Shot,1,0.8,5.77,100,13,75.0
TXN-065280,2025-08-26,15,afternoon,Seattle,afternoon_treat,0,73.0,324.2,Classic Espresso Drinks,Cappuccino,Tall,3.98,none,0,0.0,4.87,60,8,75.0
TXN-065281,2025-05-03,14,afternoon,Seattle,student,1,52.8,321.4,Classic Espresso Drinks,Cappuccino,Grande,4.14,Extra Shot,1,0.8,5.99,80,7,75.0
TXN-065282,2025-11-02,6,early_morning,Chicago,health_conscious,1,46.0,326.0,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.59,5,0,410.0
TXN-065283,2024-11-16,13,lunch,Seattle,afternoon_treat,1,42.7,317.6,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,6.35,330,77,130.0
TXN-065284,2026-02-16,12,lunch,New York,morning_commuter,0,31.9,327.5,Classic Espresso Drinks,Espresso,Grande,4.12,none,0,0.0,5.09,5,0,75.0
TXN-065285,2024-10-21,13,lunch,New York,weekend_explorer,0,63.3,316.5,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,5.27,none,0,0.0,6.3,200,29,75.0
TXN-065286,2025-11-26,10,late_morning,New York,health_conscious,0,55.7,326.0,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall,4.28,none,0,0.0,5.27,180,41,70.0
TXN-065287,2026-01-09,8,morning_rush,Seattle,morning_commuter,0,45.2,327.5,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,none,0,0.0,5.41,250,45,150.0
TXN-065288,2025-07-03,10,late_morning,Chicago,health_conscious,0,81.1,323.3,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Grande,3.76,none,0,0.0,4.59,90,15,
TXN-065289,2026-01-14,5,early_morning,Los Angeles,morning_commuter,0,58.2,327.5,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti,5.45,none,0,0.0,6.74,320,55,30.0
TXN-065290,2024-04-11,17,evening,Seattle,student,0,46.8,313.2,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Tall,4.56,Oat Milk,1,0.7,6.22,170,38,0.0
TXN-065291,2025-08-12,10,late_morning,Chicago,weekend_explorer,0,75.4,324.2,Signature Espresso Drinks,Caramel Macchiato,Short,3.95,Extra Shot,1,0.8,5.81,100,15,75.0
TXN-065292,2024-12-28,10,late_morning,Houston,student,1,67.6,319.0,Signature Espresso Drinks,Caramel Macchiato,Venti,5.9,none,0,0.0,7.1,240,41,150.0
TXN-065293,2025-01-29,8,morning_rush,Seattle,morning_commuter,0,35.4,319.7,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,Caramel Drizzle,1,0.6,5.91,130,17,85.0
TXN-065294,2024-10-13,12,lunch,Chicago,afternoon_treat,1,58.4,316.5,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,5.97,200,41,70.0
TXN-065295,2024-08-09,15,afternoon,New York,weekend_explorer,0,76.7,314.7,Signature Espresso Drinks,Caramel Macchiato,Short,3.95,none,0,0.0,4.69,100,15,75.0
TXN-065296,2024-09-22,15,afternoon,Chicago,weekend_explorer,1,70.8,315.6,Coffee,Brewed Coffee,Grande,2.55,Oat Milk,1,0.7,3.87,5,0,330.0
TXN-065297,2025-07-25,16,afternoon,Houston,weekend_explorer,0,81.3,323.3,Frappuccino® Light Blended Coffee,Mocha,Grande,4.47,Cold Foam,1,1.0,6.67,150,30,95.0
TXN-065298,2024-11-29,16,afternoon,Los Angeles,morning_commuter,0,59.4,317.6,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,4.73,none,0,0.0,5.67,80,21,
TXN-065299,2024-06-07,9,morning_rush,Houston,morning_commuter,0,82.3,313.6,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.02,5,0,330.0
TXN-065300,2025-04-24,7,morning_rush,Chicago,morning_commuter,0,56.2,320.6,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.53,5,0,410.0
TXN-065301,2025-06-18,7,morning_rush,New York,morning_commuter,0,71.5,322.2,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.23,130,17,85.0
TXN-065302,2025-03-04,13,lunch,Los Angeles,afternoon_treat,0,56.4,320.3,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall,4.1,none,0,0.0,4.96,150,27,75.0
TXN-065303,2024-10-25,9,morning_rush,New York,morning_commuter,0,53.5,316.5,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,4.95,80,7,75.0
TXN-065304,2025-04-06,11,late_morning,Chicago,weekend_explorer,1,40.3,320.6,Classic Espresso Drinks,Caffè Latte,Grande,4.21,Whipped Cream,1,0.0,5.09,100,9,75.0
TXN-065305,2024-04-01,6,early_morning,Chicago,morning_commuter,0,43.0,313.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Grande,4.18,none,0,0.0,4.94,120,16,150.0
TXN-065306,2024-12-16,13,lunch,Chicago,weekend_explorer,0,43.6,319.0,Classic Espresso Drinks,Cappuccino,Venti,4.77,none,0,0.0,5.74,110,14,150.0
TXN-065307,2025-10-01,14,afternoon,Los Angeles,afternoon_treat,0,69.9,,Frappuccino® Blended Coffee,Coffee,Grande,4.79,none,0,0.0,,180,36,70.0
TXN-065308,2026-02-06,7,morning_rush,Houston,morning_commuter,0,58.8,327.5,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,4.73,Extra Shot|Vanilla Syrup|Caramel Drizzle|Oat Milk,4,2.7,9.18,80,21,
TXN-065309,2024-05-19,9,morning_rush,Seattle,afternoon_treat,1,51.1,313.0,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,4.34,Mocha Sauce,1,0.6,5.84,90,21,165.0
TXN-065310,2024-06-05,12,lunch,New York,morning_commuter,0,68.6,313.6,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Grande,5.08,none,0,0.0,6.01,200,38,0.0
TXN-065311,2024-12-11,20,evening,Los Angeles,weekend_explorer,0,54.7,319.0,Classic Espresso Drinks,Caffè Latte,Tall,3.94,none,0,0.0,4.74,100,14,75.0
TXN-065312,2025-12-09,11,late_morning,Seattle,weekend_explorer,0,50.1,326.6,Classic Espresso Drinks,Cappuccino,Venti,4.77,Cold Foam,1,1.0,7.11,110,14,150.0
TXN-065313,2026-02-07,7,morning_rush,Houston,weekend_explorer,1,60.6,327.5,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,Oat Milk,1,0.7,6.85,140,24,75.0
TXN-065314,2024-10-23,5,early_morning,Seattle,morning_commuter,0,48.2,316.5,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.49,5,0,410.0
TXN-065315,2024-11-19,6,early_morning,New York,morning_commuter,0,51.5,317.6,Classic Espresso Drinks,Caffè Latte,Grande,4.21,Cold Foam,1,1.0,6.25,100,9,75.0
TXN-065316,2024-12-28,9,morning_rush,Los Angeles,student,1,53.4,319.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.14,90,18,
TXN-065317,2025-08-08,7,morning_rush,New York,morning_commuter,0,72.2,324.2,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,4.59,none,0,0.0,5.62,270,45,75.0
TXN-065318,2024-12-07,11,late_morning,Seattle,student,1,48.8,319.0,Coffee,Brewed Coffee,Grande,2.55,Extra Shot|Whipped Cream,2,0.8,4.03,5,0,330.0
TXN-065319,2024-10-15,13,lunch,Seattle,afternoon_treat,0,54.4,316.5,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,6.21,150,22,10.0
TXN-065320,2025-01-18,11,late_morning,New York,weekend_explorer,1,37.1,319.7,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Tall,3.61,none,0,0.0,4.36,170,27,95.0
TXN-065321,2025-02-24,15,afternoon,Houston,student,0,52.8,319.8,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.56,90,15,0.0
TXN-065322,2025-09-14,12,lunch,Chicago,afternoon_treat,1,70.6,,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,,80,7,75.0
TXN-065323,2025-04-27,9,morning_rush,Houston,morning_commuter,1,76.3,320.6,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.09,100,9,75.0
